Author,Class,Tweet,NumberOfTotalCharacters,NumberOfUppercaseCharacters,NumberOfLowercaseCharacters,NumberOfSpecialCharacters,NumberOfNumbers,NumberOfBlanks,NumberOfWords,AverageLengthOfWords,NumberOfPropositions,AverageLengthOfPropositions,NumberOfPunctuationCharacters,NumberOfLowercaseWords,NumberOfUppercaseWords,VocabularyRichness,Flesch Kincaid Grade Level,Flesch Reading Ease,Dale Chall Readability,Automated Readability Index,Coleman Liau Index,Gunning Fog,SMOG(Simple Measure of Gobbledygook),Linsear Write
141,0,LMAOOOOOOOOO OK,15,14,0,0,0,1,2,12,1,2,0,0,2,1,-3.1,120.21,19.53,12.5,10,0.8,0,0
130862744,0,MEREDITH AND ZOLA,17,15,0,0,0,2,3,6,1,3,0,0,3,1,5.6,59.97,14.31,3.6,3.43,1.2,0,0.5
130862744,0,"sofia: i exist!\
zola: where am i?",34,0,23,5,0,6,6,3.75,1,6,4,7,0,1,1.1,93.3,10.58,-0.9,-5.31,1.4,0,0.75
130862744,0,OMG SOFIA IS ACTUALLY HERE. I CANT BELIEVE IT,45,36,0,1,0,8,9,5,2,4.5,1,0,9,1,2.7,83.83,10.88,0.2,0.89,6.24,0,1.75
130862744,0,weird to have a mini christmas ep in may lol.,45,0,35,1,0,9,10,5,1,10,1,10,0,1,2.5,95.17,10.45,0.5,1.54,4,0,4
130862744,0,jo is shipping it too,21,0,17,0,0,4,5,8,1,5,0,5,0,1,0.5,100.24,10.2,-3,-2.01,2,0,1.5
130862744,0,"ok im shipping these two burned women now. pls, something worthy come out of this episode",89,0,72,2,0,15,16,5.83,2,8,2,16,0,1,2.9,88.74,10.94,4.4,6.45,3.2,0,3
130862744,0,"april is never gonna come back either, esp when owen finally gets killed",72,0,59,1,0,12,13,4.57,1,13,1,14,0,1,4.8,83.66,9.14,6.8,8.16,5.2,0,6.5
130862744,0,sofia is never in this show (the actress was probably fired bc she made shonda angry) but at least she loves zola from afar!!!!!,128,0,98,7,0,23,24,5.18,2,12.5,7,24,0,1,9.1,72.5,10.09,11.2,6.68,11.27,0,13
130862744,0,you honestly didn't try at all did u @shondarhimes,50,0,40,2,0,8,9,7.67,1,9,1,10,0,1,4.4,79.26,9.35,5.1,6.7,8.04,0,4.5
120,0,its christmas and bailey and ben are still fighting,51,0,43,0,0,8,9,7.67,1,9,0,9,0,1,3.3,87.72,9.35,5.6,8.67,3.6,0,3.5
120,0,idc about callie and this guy #maggiecallie2k16,47,0,37,1,3,6,7,7,1,7,0,7,0,1,3.7,81.29,10.75,9.7,13.17,8.51,0,3.5
120,0,Lol merry christmas,19,1,16,0,0,2,3,7,1,3,0,2,0,1,5.6,59.97,9.05,6.8,7.32,1.2,0,0.5
120,0,wtf.,4,0,3,1,0,0,1,3,1,1,1,1,0,1,-3.5,121.22,19.48,-2.2,-28.01,0.4,0,-0.5
128,0,OMG MEREDITH IS ALIVE!!!!,25,18,0,4,0,3,4,5.33,2,2.5,4,0,4,1,1.3,92.8,11.73,6.5,2.9,1.6,0,1
130862744,0,it's thanksgiving! great,24,0,20,2,0,2,3,8.5,2,1.5,2,4,0,1,5.6,59.97,0.15,14.6,13.12,1.2,0,1.5
130862744,0,@gondolins well it's ridiculosu,31,0,26,2,0,3,4,9.5,1,4,1,5,0,1,9.6,33.58,11.73,13.5,14.5,21.6,0,3
130862744,0,"the less believable thing being that mer would leave at all, as if she was gonna do what ellis did",98,0,78,1,0,19,20,5.2,1,20,1,21,0,1,6.4,85.02,7.79,7.2,5.34,10,0,11
68,0,how is any of this BELIEVABLE,29,10,14,0,0,5,6,10,1,6,0,5,1,1,2.1,90.77,6.57,0.4,2.37,9.07,0,3
130862744,0,mer has been gone for months and all they do is leave her voicemails???,71,0,55,3,0,13,14,6,2,7.5,3,14,0,1,2.9,99.57,7.71,5.1,4.92,5.6,0,6
130862744,0,maybe by the end of this ep it'll be 2030 and it'll be zola's story,67,0,46,6,1,14,15,3.75,1,15,3,17,0,1,3.2,98.55,8.59,2.7,1.44,6,0,6.5
130862744,0,mer is most likely in a coma somewhere dreaming this. unless derek is the one in a coma and never died at all,109,0,86,1,0,22,23,4.67,2,11.5,1,23,0,0.83,4.2,85.18,6.95,2.1,3.23,4.6,0,4.75
141,0,AND YOU'RE TELLING ME BAILEY AND HER HUSBAND HAVE BEEN HAVING THIS FIGHT NON STOP FOR MONTHS,92,75,0,1,0,16,17,5.83,1,17,1,0,18,1,5.2,88.06,8.19,8.1,8,6.8,0,7.5
130862744,0,wait it's halloween???? halloween 2015. ok ok ok,48,0,31,6,4,7,8,6.75,2,4,6,8,0,0.75,1.3,92.8,9.76,4.7,2.2,1.6,0,1
130862744,0,why is it july anyway,21,0,17,0,0,4,5,4,1,5,0,5,0,1,2.9,83.32,0.25,-3,-2.01,2,0,1.5
130862744,0,meredith is dead for all we know,32,0,26,0,0,6,7,6,1,7,0,7,0,1,0.1,106.67,6.24,-0.6,1.57,2.8,0,2.5
130862744,0,@shondarhimes wtf??,19,0,15,3,0,1,2,7.5,2,1.5,2,2,0,1,2.9,77.91,19.53,22,12.9,0.8,0,0
130862744,0,arizona flnally shows up,24,0,21,0,0,3,4,6.33,1,4,0,4,0,1,3.7,75.88,15.68,5.3,7.25,1.6,0,1
130862744,0,what's the point of having a 2 hour ep if nothing is even happening. also if meredith isn't in it honeslty i rly don't care,123,0,94,4,1,24,25,4.6,2,12.5,4,27,0,0.9,4.6,84.17,8.05,3.5,3.87,6.6,0,5.75
130862744,0,maybe owen's gonna die i can still hope,39,0,31,1,0,7,8,3.67,1,8,1,10,0,1,-0.8,114.12,7.98,1.4,2.86,3.2,0,3
130862744,0,what am i watching,18,0,15,0,0,3,4,8,1,4,0,4,0,1,1.3,92.8,7.78,-1.9,-1.46,1.6,0,1
130862744,0,this is ridic where's cristina,30,0,25,1,0,4,5,6.5,1,5,1,6,0,1,0.5,100.24,13.36,5.6,7.28,2,0,1.5
130862744,0,#SAVEMEREDITHGREY,17,16,0,1,0,0,1,16,1,1,0,0,1,1,32,-132.59,19.48,59.1,47.4,40.4,0,0.5
130862744,0,Lol omg that funeral was fast,29,1,23,0,0,5,6,4.67,1,6,0,5,0,1,2.1,90.77,11.83,0.4,2.37,9.07,0,3
93,0,NOOOOOO,7,7,0,0,0,0,1,7,1,1,0,0,1,1,-3.5,121.22,19.48,12,-4.81,0.4,0,-0.5
93,0,MEREOdi th,10,5,4,0,0,1,2,7,1,2,0,1,0,1,8.8,35.61,19.53,0.8,-4.51,20.8,0,1
93,0,NO N O OO N O,13,8,0,0,0,5,6,2,1,6,0,0,6,1,-1.5,116.15,11.83,-12.3,-13.13,2.4,0,2
93,0,nooooo omg ok i dont want to see this,37,0,29,0,0,8,9,4.5,1,9,0,9,0,1,-0.4,113.1,11.1,-1.9,-0.39,3.6,0,3.5
142,0,do we have to watch this scene again wtf,40,0,32,0,0,8,9,4.33,1,9,0,9,0,1,-0.4,113.1,7.59,-0.3,1.59,3.6,0,3.5
142,0,"\who would wanna do this to themselves\"" the girl mutters to herself as she starts watching grey's anatomy""",107,0,85,5,0,17,18,6,1,18,3,20,0,1,6.8,78.59,10.67,11.1,9.8,7.2,0,8
140,0,RT @WTA: .@MariaSharapova's turn for #AskMadridTop8! http://t.co/HjFkpe2HNY,75,15,40,12,2,6,7,7.2,3,2.67,6,4,2,1,10.7,30.53,22.03,28.5,27.27,8.51,0,4.5
130862744,0,lol @ this madrid draw #ofcourse,32,0,25,2,0,5,6,6,1,6,0,5,0,1,0.5,100.24,13.36,6.5,7.28,2,0,2
130862744,0,@toQgers omg finally some good news in this shwo,48,1,38,1,0,8,9,5,1,9,0,8,0,1,3.3,87.72,9.35,4,6.06,3.6,0,4.5
130862744,0,@phaeacians yay,15,0,13,1,0,1,2,6.5,1,2,0,2,0,1,2.9,77.91,19.53,12.5,7.1,0.8,0,0
130862744,0,except im terrified not excited,31,0,27,0,0,4,5,8,1,5,0,5,0,1,10,32.56,10.2,6.5,9.6,10,0,3.5
130869969,0,"Acordei agora, muito a contragosto.",35,1,28,2,0,4,5,7.67,1,5,2,4,0,1,5.2,66.4,16.52,10.3,11.92,10,0,2.5
130869969,0,RT @joaovs99: Vou me jogar da janela,36,3,23,2,2,6,7,4.8,1,7,1,5,1,1,0.1,106.67,17.52,2.3,3.26,2.8,0,2.5
130869969,0,Maybe we feel empty because we leave pieces of ourselves in everything we used to love.,87,1,70,1,0,15,16,4.8,1,16,1,15,0,1,6,80.62,5.42,7.8,8.18,6.4,0,8
130869969,0,Preciso de um banho de sal grosso.,34,1,26,1,0,6,7,5.25,1,7,1,6,0,1,2.5,89.75,17.52,0.9,2.44,2.8,0,2.5
130869969,0,"@mexicoler Rancho de la luna, partiu.",37,1,28,3,0,5,6,6.25,1,6,2,5,0,1,10.4,31.55,19.72,6.7,7.18,9.07,0,3
130869969,0,RT @coffee_dad: up for coffee,29,2,20,3,0,4,5,6,1,5,1,4,1,1,5.2,66.4,10.2,4.6,4.96,10,0,2.5
130869969,0,ISSO  COLATERAL.,16,13,0,1,0,2,2,9,1,2,1,0,2,1,20.6,-49,19.53,12.5,7.1,20.8,0,1
130869969,0,04:44 - Hora de estudar gentica.,32,1,19,3,4,5,6,5.75,1,6,3,3,0,1,10,32.56,22.83,6.5,6.12,18,0,4
130869969,0,Vou dormir. Fiquem com essa: http://t.co/Ns7XQzw2B4,51,6,30,7,3,5,6,5,2,3,4,4,0,1,4.5,73.85,27.62,17.7,16.87,2.4,0,3
130869969,0,@radicalboots  foda. J me decidi: vou dormir e fingir um ataque cardaco amanh.,78,1,60,4,0,13,13,6.11,2,6.5,3,12,1,1,9.5,49.82,18.86,8.6,9.03,14.43,0,8.5
130869969,0,"Tenho duas opes: \
a) dormir e zerar a prova de amanh.\
b) estudar e zerar a prova com dignidade.",97,1,70,7,0,19,18,4.92,1,18,5,18,0,0.83,4.6,78.75,14.91,2.7,2.64,5.91,0,4.5
130869969,0,@Daniele_Bueno [2] HAUAHAUE,27,10,10,4,1,2,3,7.33,1,3,0,0,1,1,0.9,93.81,19.58,19.3,16.95,1.2,0,0.5
130869969,0,@Daniele_Bueno Mas ns temos. Cassana agora no ltimo perodo.,59,4,43,4,0,8,9,6.33,2,4.5,2,6,0,1,5,66.91,17.9,7.5,8.6,6.24,0,1.75
130869969,0,"Os dias e dias que voc passou s pensando nela.\
O pas desse jeito, e voc s pensando nela.",89,2,65,4,0,18,18,5.09,1,18,3,17,1,0.73,3.5,87.21,14.91,0.9,1.42,5.91,0,4.75
130869969,0,"RT @guiskk: Vem prova, pode virrrr",34,3,23,3,0,5,6,4.6,1,6,2,4,1,1,2.1,90.77,19.72,4.3,4.28,2.4,0,2
130869969,0,"Revolta, sono, resignao e reticncias.",37,1,29,3,0,4,5,8.33,1,5,3,4,0,1,14.7,-1.29,19.67,12.2,13.08,26,0,4.5
130869969,0,"No tenho o que dizer, apenas sentir.",36,1,27,2,0,6,7,5.67,1,7,2,6,0,1,6,64.37,17.52,2.3,3.26,2.8,0,2.5
130869969,0,s vezes me sinto uma daquelas criancinhas autistas.,51,0,43,1,0,7,8,7.4,1,8,1,8,0,1,8.8,46.44,17.85,8.5,11.56,8.2,0,4
130869969,0,Estava at o presente momento danando em uma esquina da Av. Osrio com o Sr. Andr.,80,5,57,3,0,15,16,5.86,2,8,3,11,0,1,6.4,63.36,17.85,1.7,2.86,8.2,0,4
130869969,0,"A novinha no me quer s porque eu vim da roa.\
CaVG, mais especificamente.",73,4,52,4,0,13,13,6.33,1,13,3,12,1,1,3.7,81.29,16.39,2.3,3.26,8.51,0,3.5
130869969,0,Facebook simplesmente acordou e decidiu que no ia funcionar hoje.,65,1,54,1,0,9,10,7.83,1,10,1,9,0,1,9.6,44.41,18.34,9.9,13.14,12,0,6
130869969,0,https://t.co/6Go0kARSGT,23,6,10,5,2,0,1,0,1,1,2,1,0,1,43.8,-217.19,66.85,87.4,59,0.4,0,0.5
130869969,0,"\Finally a question about something important\""""",48,1,38,4,0,5,6,8.67,1,6,2,5,0,1,10.4,31.55,0.3,15.3,16.87,2.4,0,4
130869969,0,"MITOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO\
https://t.co/WCTEdb9g4A",58,38,11,6,2,1,1,34,1,1,2,1,1,1,26.5,-91.3,43.21,113.8,117.3,20.8,0,1
130869969,0,"Vai me trocar, me troca por algum decente pelo menos HAUAHAUAHUAHAUAHAUAHAUE",76,24,41,1,0,10,11,8.5,1,11,1,9,1,1,9.9,43.39,17.1,12.3,15.81,8.04,0,5.5
130869969,0,"But there is nothing more beautiful than being desperate.\
And there is nothing more risky than pretending not to care.",119,2,95,3,0,19,19,8.75,1,19,2,18,0,1,6,69.79,6.5,7.1,9.37,8,0,5.5
130869969,0,"@rodrigo_schndr Pu, tem soluo pra isso; Uso e recomendo: https://t.co/mtdT9L1tuL",80,5,54,10,2,9,10,5.29,1,10,5,8,0,1,10.7,35.95,24.66,17,17.2,16,0,7
130869969,0,"@rodrigo_schndr Faz que nem eu, j faz uns trs dias que eu simplesmente no durmo.",80,1,61,4,0,14,15,6.29,1,15,2,14,0,1,5.6,81.63,15.96,6.8,6.49,11.33,0,8.5
130869969,0,"@rodrigo_schndr Secundado.\
Queria estar dormindo / morta.",58,2,44,6,0,6,6,7.5,1,6,2,4,0,1,18.6,-27.68,19.72,22.4,24.58,22.4,0,5.5
130869969,0,"He would fall asleep with his heart at the foot of his bed, like some domesticated animal that was no part of him at all.",121,1,94,2,0,24,25,5.5,1,25,2,24,0,1,8.3,79.94,1.87,9.3,5.06,11.6,0,14.5
130869969,0,"Vem dinheiro, carro, apartamento (com boa posio solar) e emprego decente, amm.",78,1,60,6,0,11,12,6,1,12,6,11,0,1,9.2,50.84,20.02,10.9,11.3,8.13,0,6
130869969,0,Vem monstro.,12,1,9,1,0,1,2,7,1,2,1,1,0,1,2.9,77.91,19.53,5.5,-1.61,0.8,0,0
130869969,0,Bom dia.,8,1,5,1,0,1,2,0,1,2,1,1,0,0,-3.1,120.21,19.53,-4,-13.21,0.8,0,0
130869969,0,"No sou da altura que me vem, mas sim da altura que meus olhos podem ver.",72,1,54,2,0,15,16,4.6,1,16,2,15,0,0.8,6,80.62,15.29,3.3,2.38,6.4,0,7
131043638,0,RT @vit_aune: blablablablabla,29,2,22,3,0,2,3,8.33,1,3,1,2,1,1,-2.7,119.19,19.58,22.5,22.75,1.2,0,0.5
131043638,0,donotwant.jpeg,14,0,13,1,0,0,1,14,1,1,1,1,0,1,20.2,-47.99,35.27,45,30,0.4,0,0.5
131043638,0,"Somewhere in the world right now.\
Some woman is loving you.",60,2,45,3,0,10,10,5.25,1,10,2,9,0,1,1.9,91.27,5.34,2.8,3.64,2.2,0,1.75
131043638,0,"Lattes, querido, voc infelizmente vai ter que passar fome.",58,1,46,3,0,8,9,6.33,1,9,3,8,0,1,8,53.88,19.87,9.3,11.22,8.04,0,4.5
131043638,0,RT @hotariano: a gente mora no mesmo planeta nao deve ser so uma simples coincidencia,85,2,67,2,0,14,15,6.12,1,15,1,14,1,1,11.5,39.33,17.01,8.3,8.81,14,0,10.5
131043638,0,Recado importantssimo. http://t.co/Pr49uYbjOw,45,4,31,6,2,2,3,10,2,1.5,3,2,0,1,29.2,-109.24,35.37,47.6,45.95,27.87,0,2.5
131043638,0,RT @catherinesndr: A vida da umas voltas engraadas,50,3,38,2,0,7,8,6.33,1,8,1,6,2,1,6.4,63.36,17.85,7.9,10.11,8.2,0,4
131043638,0,"Se a vida te der pedra, taque em quem merecer; Se a vida der trembolona, aplique em voc.",88,2,65,4,0,17,18,5.11,1,18,4,16,0,0.89,6.8,78.59,15.06,6.1,4,7.2,0,8
131043638,0,@jorgelordello Tanta intensidade no me parece seguro... Acontecem leses. Leses gravssimas.,90,3,71,6,0,10,11,8.12,2,5.5,5,8,0,1,11.1,34.93,15.67,18.3,20.57,15.31,0,7.5
131043638,0,"Ah, aquelas coisas que a gente faz pra no ficar com peso na conscincia.",71,1,55,2,0,13,14,5.14,1,14,2,13,0,1,5.2,82.65,16.74,5.1,5.33,8.46,0,7
131043638,0,RT @jorgelordello: timo domingo,31,2,24,2,0,3,4,6.5,1,4,1,3,1,1,3.7,75.88,19.62,13.5,14.5,1.6,0,1
131043638,0,RT @jorgelordello: Agora  a hora de levantar da cama e curtir o domingo,71,3,53,2,0,13,13,6.12,1,13,1,11,1,1,8.4,58.28,18.86,6.1,6.83,8.28,0,6.5
131043638,0,Acordei com uma vontade insacivel de ir no McCaf.,49,3,37,1,0,8,9,6,1,9,1,7,0,1,4.4,79.26,18.12,4.5,6.7,8.04,0,4.5
131043638,0,"Quem  o pau no c tocando sino a essa hora da manh, vai dormir Padre, vai comer algum ao invs de ficar me acordando.",115,2,86,3,0,24,24,5.08,1,24,3,22,0,1,10.3,64.04,17.99,8.4,4.3,12.93,0,14
131043638,0,https://t.co/CAQneEO7Ri,23,6,11,5,1,0,1,0,1,1,2,1,0,1,32,-132.59,66.85,87.4,59,0.4,0,0.5
131043638,0,@lucasbomachado Trabalhando e contemplando suicdio.,51,1,44,2,0,4,5,11,1,5,1,4,0,1,26.5,-85.89,19.67,25.3,30.48,26,0,4.5
131043638,0,It's like if you motherfuckers wanna live forever.,50,1,40,2,0,7,8,6.75,1,8,2,9,0,1,8.8,46.44,9.95,7.9,10.11,13.2,0,5
131043638,0,RT @oqaxl: me fala.... http://t.co/GT4GX6q6Qb,45,7,20,11,3,4,5,3.67,1,5,7,4,1,1,-1.9,117.16,25.99,19.7,13.08,2,0,1.5
131043638,0,Crculo vicioso do recalque.,27,1,22,1,0,3,4,7,1,4,1,3,0,1,9.6,33.58,15.68,8.8,10.15,11.6,0,2
131043638,0,https://t.co/kseBYRktLo,23,4,14,5,0,0,1,0,1,1,2,1,0,1,67.4,-386.39,66.85,87.4,59,40.4,0,0.5
131043638,0,Vai ver se eu vou trocar uma noite de diverso por uma de trabalho de novo. Nunca mais.,86,2,65,2,0,17,18,5.12,2,9,2,16,0,1,8,70.13,17.69,5.6,4,11.64,0,11
131043638,0,"E a, vocs tambm esto se decepcionando muito nessa madrugada?",60,1,48,2,0,9,10,7.2,1,10,2,9,1,1,9.6,44.41,18.34,7.6,9.66,12,0,6
131043638,0,RT @laurabrunato: ja pensaram no quao triste ,45,2,34,2,0,7,7,6.4,1,7,1,6,1,1,3.7,81.29,17.52,7.6,9.87,8.51,0,3.5
131043638,0,RT @diuliaacamargoo: no sejamos tolos,37,2,29,2,0,4,5,7.33,1,5,1,4,1,1,17,-18.21,16.52,12.2,14.24,10,0,2.5
131043638,0,RT @RealTonyRamos: Estou gargalhando muito alto com o que vocs dizem.,69,6,50,3,0,10,11,6.5,1,11,2,8,1,1,7.6,60.31,19.97,9.3,11.06,11.67,0,6.5
131043638,0,Preferia empurrar canoa  isso.,30,1,24,1,0,4,4,7,1,4,1,3,0,1,7.2,50.5,19.62,11.2,13.05,1.6,0,1
131043638,0,"Vou voltar a dormir, because, reasons.",38,1,29,3,0,5,6,5.5,1,6,3,5,0,1,2.1,90.77,14.46,7.5,8.17,2.4,0,2
131043638,0,"@mexicoler EU VI MISFIT LOVE,\
acho que j posso morrer em paz.",62,14,33,4,0,11,11,4.75,1,11,2,8,4,1,6.8,67.76,18.71,4.6,4.57,8.13,0,6
131043638,0,Sou neto do Hellraiser.,23,2,17,1,0,3,4,7,1,4,1,2,0,1,7.2,50.5,15.68,4.1,4.35,11.6,0,2
131043638,0,Minha av est com mais de 100 pontos na cabea aps a cirurgia.,60,1,43,3,1,12,13,5,1,13,1,11,0,1,3.6,92.12,18.86,2.4,2.83,5.2,0,5.5
131043638,0,"Blind faith.\
Heartache.\
Mind games.\
Mistakes.",48,4,32,7,0,5,3,7,1,3,4,2,0,1,0.9,99.23,11.83,15.3,13.97,2.4,0,2
131043638,0,Cada dia que passa amo mais o Facebook. http://t.co/Y3Dtj2Ma8S,62,6,39,6,3,8,9,5.33,2,4.5,3,7,0,1,6.8,62.34,25.14,11.3,11.86,3.6,0,4.5
131043638,0,Acordei altamente indeciso.,27,1,23,1,0,2,3,8,1,3,1,2,0,1,12.7,9.21,19.58,19.3,20.83,27.87,0,2.5
131043638,0,RT @catherinesndr: @miragebr ai que bonitinhos,46,2,36,3,0,5,6,8.25,1,6,1,5,1,1,12.7,14.63,19.72,13.7,15.88,22.4,0,5
131043638,0,@catherinesndr https://t.co/8VMEPDA9wz,38,6,23,6,2,1,2,13,1,2,2,2,0,1,32.4,-133.6,43.21,66.7,59.3,20.8,0,2
131043638,0,"@rodrigo_schndr Pior que acho que vou ir no McCaf agorinha mesmo. T trabalhando virado, t muito ruim aqui.",106,4,80,5,0,17,18,5.91,2,9,3,15,1,1,8,53.88,17.24,6.3,8.32,12.49,0,5.5
131043638,0,@rodrigo_schndr Pensa naquele triplo bacon que  metade gordura e metade po (Porque voc j tirou o bico).,103,2,79,5,0,17,17,6.18,1,17,3,15,0,0.91,8.7,62.68,18.41,10.9,10.38,11.51,0,10.5
131043638,0,RT @laurabrunato: seria to to bom dormir,40,2,30,2,0,6,7,6.67,1,7,1,6,1,1,3.7,81.29,15.26,5,6.56,8.51,0,3.5
131043638,0,You can tell so much about a person by the way they leave you. Everything I've ever let go of has claw marks on it.,115,3,85,3,0,24,25,5,2,12.5,3,23,1,1,3.4,92.63,1.25,2,2.25,5,0,5.75
131043638,0,"Ich liebe dich, ich liebe dich nicht, ich liebe dich, ich liebe dich nicht...",77,1,57,6,0,13,14,5,1,14,6,13,0,0.25,1.7,108.03,8.84,7.1,6.14,5.6,0,6
131043638,0,@giuliapontes Gente pra casar  outro nvel HAUAHAUAE,51,10,33,1,0,7,7,6.14,1,7,0,5,1,1,7.2,55.91,19.77,11.7,15.67,8.51,0,3.5
131043638,0,"@giuliapontes Bora, Giu \
https://t.co/aoLw8Kdtfh",49,4,32,8,1,4,4,5,1,4,3,2,0,1,15.5,-8.73,31.47,33.6,30.45,11.6,0,3.5
131043638,0,"Sim, Elvis, no tem ningum acordado pra me julgar.",49,2,36,3,0,8,9,5.17,1,9,3,7,0,1,3.3,87.72,16.36,4.5,5.42,8.04,0,4.5
131043638,0,We can't go on together with suspicious minds.,46,1,36,2,0,7,8,6,1,8,2,8,0,1,5.2,71.82,7.98,5.6,7.21,8.2,0,5
131043638,0,"Boas notcias: Acho que vou ir em uma expedio.\
Ms notcias:  no interior do Acre.",80,4,56,5,0,15,14,5,1,14,4,11,0,0.9,5,72.32,15.59,2.7,3.55,8.33,0,3.75
131043638,0,"@rodrigo_schndr bateu\
a \
bad",30,0,22,4,0,4,3,7,1,3,0,4,0,1,7.2,50.5,11.73,11.2,10.15,11.6,0,2.5
131043638,0,Eu tardo e falho.,17,1,12,1,0,3,4,5,1,4,1,3,0,1,3.7,75.88,19.62,-3,-4.36,1.6,0,1
131043638,0,He's like a new-age hippie and he's rollin' in the money.,57,1,41,5,0,10,11,6,1,11,5,12,0,1,2.9,94.15,7.05,4.2,3.69,4.4,0,4.5
131043638,0,And I heard you've got a new man.,33,2,22,2,0,7,8,5,1,8,2,7,1,1,0.5,105.66,0.4,-2.2,-2.26,3.2,0,3
131043638,0,"@gustavomotta97 Sim, Guto Delivery HAUAHAUAHUE",46,14,24,2,2,4,5,8,1,5,1,1,1,1,12.3,15.64,19.67,20.6,24.68,18,0,3.5
131043638,0,"@rodrigo_schndr Ela t bem atrs de ti agora mesmo, no olha. http://t.co/4H5kmhyjC2",81,3,55,9,3,11,12,6,2,6,4,11,0,1,6.8,67.76,21.34,12,11.82,8.13,0,6
131043638,0,@rodrigo_schndr Algum problema em ter aranha no quarto? Eu no vejo nenhum. http://t.co/wt4Rp9k6mV,97,4,69,9,3,12,13,7,3,4.33,4,11,0,1,8.2,47.96,20.96,12.6,14.1,8.75,0,3.75
131043638,0,@gustavomotta97 traz um triplo bacon pra mim se algum te levar.,63,0,49,2,2,10,11,5.62,1,11,1,11,0,1,6.4,68.77,18.54,6.8,8.45,8.04,0,5.5
131043638,0,"Monty Python  real.\
Tenham medo do Las Acasias. http://t.co/49ABSgjArB",71,10,42,8,2,9,8,5.6,2,4,4,4,0,1,8.6,41.53,21.4,13.3,12.49,6.24,0,1.75
131043638,0,@diuliaacamargoo Agora magoou.,30,1,25,2,0,2,3,8.67,1,3,1,2,0,1,29.2,-109.24,19.58,24,24.72,14.53,0,1.5
131043638,0,RT @giuliapontes: bateu forte essa bad,38,2,29,2,0,5,6,6,1,6,1,5,1,1,6.8,56.93,17.09,7.5,9.15,9.07,0,3
131043638,0,Me resta a nostalgia ento. Saudades. http://t.co/GNoseCaNzR,59,7,39,7,0,6,7,6.5,3,2.33,4,5,0,1,9.6,38.99,22.03,17.7,18.16,8.51,0,4.5
131043638,0,"Queria estar nos tuts tuts, mas estou aqui trabalhando e odiando a vida.",72,1,57,2,0,12,13,5.71,1,13,2,12,0,0.86,8.4,58.28,17.64,6.8,7.7,8.28,0,6.5
131043638,0,"RT @jeancaldeira97: No tem policia nas ruas reclamam\
Tem policia nas ruas reclamam",83,4,62,3,2,12,12,6.88,1,12,1,10,1,0.75,6,75.2,12.78,10.8,12.17,5.2,0,5.5
131043638,0,@dudaXpriv Tem um ovni ali atrs.,32,2,23,2,0,5,6,5.67,1,6,1,4,0,1,2.1,90.77,19.72,2.8,3.35,9.07,0,3
131043638,0,@rodrigo_schndr Eu vejo o cara pelo UAV e comeo a seguir ele descaradamente pela parede. Os nego piram.,103,5,77,4,0,17,18,6.78,2,9,2,15,1,1,3.3,87.72,19,5.6,7.68,5.82,0,4
131043638,0," AIMBOT E MUITO MAIS\"".""",24,16,0,4,0,4,4,5.5,1,4,3,0,4,1,1.3,92.8,19.62,4.1,0,1.6,0,1
131043638,0," moo.""",6,0,3,2,0,1,1,3,1,1,2,1,0,1,-3.5,121.22,0.05,2.6,-28.01,0.4,0,-0.5
131043638,0,"@rodrigo_schndr AMOSTRA\
O\
WALL.",33,12,13,5,0,3,2,7,1,2,1,1,3,1,3.7,75.88,15.68,15.9,14.5,11.6,0,2
131043638,0,@willboner E a! Fui eu que perturbei teu treino hoje HAUAHUAHE,62,11,39,2,0,10,11,7.4,2,5.5,1,8,2,1,4.3,74.35,18.26,3.6,5.26,5.84,0,2.25
131043638,0,T chegando em casa e j sou bem recebido http://t.co/2ZntP0sbfC,62,4,42,5,2,9,10,5.75,1,10,2,9,1,1,7.2,61.33,23.08,8.5,9.08,12,0,6
131043638,0,RT @rodrigo_schndr: mas eu os perdoo,36,2,26,3,0,5,6,7.33,1,6,1,5,1,1,4.5,73.85,19.72,5.9,7.18,9.07,0,3
131043638,0,"Moa, para por favor que seu namorado  2x maior que eu.",54,1,39,2,1,11,11,4.6,1,11,2,10,0,1,2.9,94.15,17.1,2.5,3.17,4.4,0,4.5
131043638,0,"@rodrigo_schndr @EvertonGrellert rsrsrsrs - mas sim, desde criana. http://t.co/maxaODZ0q8",89,5,63,11,2,8,9,9.2,2,4.5,5,7,0,1,12.3,21.06,25.74,30.3,31.86,13.2,0,6.5
131043638,0,"@rodrigo_schndr @EvertonGrellert Conheo o Everton de nome. Ento me apresento, sou o Omar, fotgrafo, trabalho com cobras, estudo no CaVG.",136,9,99,9,0,19,20,7.31,2,10,6,14,0,1,10.7,35.95,17.55,11.1,12.85,16,0,7
131043638,0,"Caralho isso me deu um neuvosor, que coisa horrvel\
https://t.co/pTO5wLxZzV",75,6,52,7,1,9,9,6.2,1,9,3,9,0,1,10.7,35.95,23.08,14.7,15.46,8,0,6
131043638,0,02:22 hora de fazer a vitamina dos monstros.,44,0,31,2,4,7,8,6,1,8,2,7,0,1,10,37.98,19.82,4.4,5.76,8.2,0,4
